id_paciente,nombre,rut,Edad,fecha_registro,id_medico,FamiliarPrimerGradoCC,FamiliarSegundoGradoCC,DiagnosticoPrevioCancer,Ejercicio,Alcohol,Mamografia,Menstruacion,PrimerHijo,riesgo,Edad_Original,Puntaje,Riesgo
4219,Ardene,290362697,0.0,9/10/2025,1,1.0,0,0,2.0,2,0,,0,Bajo,37.0,34,1
4686,Kristan,899349126,1.0,9/10/2025,1,1.0,1,1,3.0,2,0,,1,Bajo,46.0,75,2
4441,Bonny,700147292,0.0,9/10/2025,1,0.0,0,0,0.0,1,1,,0,Alto,24.0,10,0
4866,Hallie,765743178,0.0,9/10/2025,1,1.0,0,1,3.0,2,0,,1,Alto,22.0,66,2
4121,Dix,376510601,0.0,9/10/2025,1,1.0,1,0,,0,1,,2,Moderado,29.0,45,1
4305,Tammie,982881257,0.0,9/10/2025,1,0.0,0,1,0.0,3,0,,1,Alto,31.0,54,2
4083,Alysia,875659338,3.0,9/10/2025,1,1.0,1,1,,1,0,,2,Alto,70.0,100,2
4719,Koo,327542904,,9/10/2025,1,1.0,0,0,1.0,3,0,,0,Moderado,,42,1
4624,Clair,266126710,0.0,9/10/2025,1,1.0,1,1,1.0,1,0,,0,Alto,39.0,70,2
4346,Mirabelle,254110062,2.0,9/10/2025,1,0.0,1,0,,3,1,,2,Alto,58.0,40,1
4417,Peggy,502832724,0.0,9/10/2025,1,1.0,1,1,1.0,0,1,,1,Alto,32.0,70,2
4545,Elysee,927448003,3.0,9/10/2025,1,1.0,0,0,1.0,3,0,,1,Alto,71.0,67,2
4319,Coriss,400333745,0.0,9/10/2025,1,1.0,0,1,0.0,0,1,,0,Bajo,30.0,63,2
4718,Pam,793611054,2.0,9/10/2025,1,1.0,1,0,2.0,0,1,,1,Bajo,59.0,47,1
4917,Edee,309626368,2.0,9/10/2025,1,0.0,1,0,1.0,0,0,,2,Moderado,55.0,33,1
4303,Meagan,196812978,,9/10/2025,1,1.0,0,0,,3,1,,2,Bajo,,49,1
4039,Stacee,518202050,3.0,9/10/2025,1,1.0,0,0,1.0,1,1,,0,Alto,99.0,53,2
4294,Dannye,163236700,3.0,9/10/2025,1,1.0,1,0,3.0,1,0,,0,Bajo,78.0,52,2
4344,Lisette,152194793,3.0,9/10/2025,1,0.0,1,0,1.0,2,0,,2,Bajo,66.0,46,1
4109,Tildie,203115091,1.0,9/10/2025,1,0.0,0,0,2.0,3,0,,2,Bajo,40.0,25,1
4795,Nicolea,155488581,0.0,9/10/2025,1,1.0,1,1,3.0,3,1,,0,Alto,24.0,65,2
4119,Minne,747277268,0.0,9/10/2025,1,1.0,1,0,0.0,2,1,,2,Bajo,23.0,50,2
4453,Elisa,249249508,3.0,9/10/2025,1,0.0,1,0,1.0,1,0,,2,Alto,95.0,43,1
5000,Aindrea,673420065,3.0,9/10/2025,1,0.0,0,0,3.0,0,1,,2,Moderado,66.0,26,1
4347,Tresa,735220938,0.0,9/10/2025,1,0.0,0,1,2.0,0,1,,1,Moderado,28.0,36,1
4207,Brynna,759391213,0.0,9/10/2025,1,1.0,1,1,1.0,3,1,,2,Alto,24.0,81,2
4185,Lolita,870530992,3.0,9/10/2025,1,0.0,0,0,0.0,2,1,,2,Moderado,100.0,41,1
4685,Kellie,323532318,3.0,9/10/2025,1,1.0,1,1,0.0,3,1,,1,Alto,70.0,100,2
4534,Becki,475498483,1.0,9/10/2025,1,0.0,1,0,0.0,1,0,,2,Moderado,42.0,30,1
4817,Petra,188458339,0.0,9/10/2025,1,1.0,1,0,3.0,2,0,,1,Moderado,33.0,40,1
4280,Xylina,722204534,0.0,9/10/2025,1,1.0,0,0,1.0,2,0,,2,Alto,25.0,47,1
4212,Harriet,596513903,2.0,9/10/2025,1,0.0,1,0,3.0,0,1,,1,Alto,57.0,19,0
4585,Theodosia,994809558,3.0,9/10/2025,1,0.0,0,1,2.0,3,0,,1,Bajo,88.0,67,2
4178,Lane,368976631,1.0,9/10/2025,1,0.0,0,1,1.0,2,0,,1,Moderado,41.0,54,2
4462,Catie,367090022,2.0,9/10/2025,1,0.0,0,1,1.0,3,1,,2,Bajo,52.0,64,2
4375,Consolata,424783576,3.0,9/10/2025,1,1.0,1,0,0.0,3,1,,2,Moderado,88.0,73,2
4442,Albertina,487380517,2.0,9/10/2025,1,0.0,1,1,3.0,1,1,,2,Alto,50.0,54,2
4386,Kyla,754467546,0.0,9/10/2025,1,1.0,0,0,1.0,2,1,,0,Moderado,22.0,36,1
4405,Irita,534840008,3.0,9/10/2025,1,0.0,1,0,3.0,2,0,,0,Alto,86.0,30,1
4867,Mercy,243669969,0.0,9/10/2025,1,0.0,0,0,2.0,2,0,,1,Bajo,33.0,14,0
4579,Olympe,699287924,0.0,9/10/2025,1,0.0,1,0,1.0,1,1,,0,Alto,20.0,12,0
4504,Veronika,942835410,0.0,9/10/2025,1,1.0,0,1,2.0,0,1,,1,Bajo,30.0,61,2
4063,Trudey,691164627,3.0,9/10/2025,1,,0,1,0.0,0,0,,0,Alto,67.0,61,2
4291,Brandise,725872988,3.0,9/10/2025,1,1.0,1,0,1.0,1,1,,2,Alto,100.0,65,2
4189,Arleta,649922783,2.0,9/10/2025,1,1.0,1,1,1.0,2,1,,2,Moderado,59.0,90,2
4929,Roxy,815665839,3.0,9/10/2025,1,1.0,1,1,0.0,3,1,,1,Bajo,65.0,100,2
4324,Tobey,272720496,0.0,9/10/2025,1,1.0,0,0,2.0,2,1,,0,Moderado,22.0,31,1
4600,Anett,260408376,3.0,9/10/2025,1,0.0,1,0,2.0,1,1,,2,Bajo,93.0,35,1
4801,Melodee,155967884,3.0,9/10/2025,1,1.0,0,1,1.0,1,0,,0,Bajo,81.0,86,2
4072,Bee,823307517,3.0,9/10/2025,1,1.0,0,1,1.0,3,1,,1,Moderado,88.0,94,2
4851,Jolyn,864732984,0.0,9/10/2025,1,0.0,0,1,2.0,1,0,,1,Bajo,32.0,41,1
4948,Estel,158483500,3.0,9/10/2025,1,1.0,0,1,2.0,1,0,,2,Bajo,95.0,89,2
4892,Winona,114893413,3.0,9/10/2025,1,1.0,1,1,2.0,0,0,,0,Bajo,91.0,83,2
4492,Perry,152169992,0.0,9/10/2025,1,0.0,1,1,2.0,3,0,,0,Bajo,18.0,46,1
4831,Michaela,767940113,3.0,9/10/2025,1,1.0,1,1,1.0,3,0,,0,Bajo,67.0,96,2
4648,Margery,335380037,1.0,9/10/2025,1,1.0,0,0,2.0,0,0,,2,Alto,44.0,42,1
4382,Tamarah,814699683,,9/10/2025,1,0.0,0,1,0.0,2,0,,1,Bajo,,51,2
4295,Harlene,985044683,0.0,9/10/2025,1,0.0,0,0,2.0,0,0,,1,Bajo,34.0,9,0
4268,April,480332765,0.0,9/10/2025,1,0.0,0,1,1.0,3,0,,2,Alto,33.0,55,2
4092,Nan,728780839,0.0,9/10/2025,1,0.0,1,1,0.0,0,0,,1,Moderado,28.0,50,2
4925,Dorette,953556510,0.0,9/10/2025,1,0.0,1,0,0.0,2,1,,2,Alto,37.0,25,1
4486,Albertina,618204790,3.0,9/10/2025,1,1.0,1,1,3.0,2,1,,0,Bajo,65.0,82,2
4032,Rosanna,814757550,3.0,9/10/2025,1,0.0,0,1,0.0,2,1,,0,Alto,96.0,63,2
4215,Andeee,384506229,0.0,9/10/2025,1,1.0,1,1,0.0,2,1,,1,Moderado,38.0,77,2
4007,Dominica,896651675,,9/10/2025,1,1.0,1,1,2.0,3,1,,2,Alto,,76,2
4585,Tate,776077977,3.0,9/10/2025,1,0.0,1,0,3.0,0,0,,2,Alto,81.0,33,1
4866,Zea,623269568,3.0,9/10/2025,1,0.0,1,0,1.0,0,0,,2,Moderado,88.0,41,1
4868,Katherina,142716478,0.0,9/10/2025,1,0.0,0,0,3.0,1,0,,2,Bajo,21.0,11,0
4829,Erica,801199299,0.0,9/10/2025,1,0.0,1,0,2.0,3,0,,2,Bajo,32.0,24,1
4155,Danya,836669888,2.0,9/10/2025,1,0.0,1,0,2.0,0,0,,1,Bajo,51.0,25,1
4398,Darya,884409198,3.0,9/10/2025,1,1.0,1,0,2.0,1,0,,1,Alto,90.0,60,2
4947,Dorotea,787028159,3.0,9/10/2025,1,0.0,1,0,0.0,2,1,,2,Moderado,77.0,45,1
4916,Diahann,501343175,0.0,9/10/2025,1,1.0,0,1,2.0,3,0,,2,Alto,29.0,75,2
4409,Gnni,218346679,3.0,9/10/2025,1,0.0,1,0,2.0,1,1,,2,Alto,92.0,35,1
4222,Denny,184456239,2.0,9/10/2025,1,1.0,0,0,3.0,3,0,,0,Moderado,55.0,46,1
4920,Raven,726297910,3.0,9/10/2025,1,1.0,1,0,1.0,1,0,,1,Bajo,76.0,65,2
4147,Sibella,453920781,3.0,9/10/2025,1,1.0,0,0,3.0,2,1,,1,Bajo,63.0,53,2
4633,Sashenka,322239749,0.0,9/10/2025,1,1.0,0,0,0.0,0,1,,1,Moderado,30.0,38,1
4871,Riane,476150205,3.0,9/10/2025,1,1.0,1,0,3.0,0,0,,2,Alto,84.0,58,2
4597,Kathleen,345079566,0.0,9/10/2025,1,1.0,1,1,1.0,2,0,,2,Alto,29.0,81,2
4873,Arden,401879594,3.0,9/10/2025,1,1.0,0,0,1.0,3,0,,2,Alto,70.0,70,2
4616,Margarita,380175424,1.0,9/10/2025,1,0.0,1,1,1.0,2,1,,1,Bajo,46.0,55,2
4036,Ashlie,107271224,3.0,9/10/2025,1,0.0,0,1,3.0,3,1,,0,Moderado,67.0,56,2
4786,Kelcey,970762766,3.0,9/10/2025,1,1.0,1,1,,1,1,,0,Alto,86.0,89,2
4266,Merrile,923689478,1.0,9/10/2025,1,1.0,1,1,2.0,0,1,,2,Moderado,44.0,73,2
4427,Benita,967882121,0.0,9/10/2025,1,0.0,0,1,3.0,0,1,,2,Alto,29.0,36,1
4383,Yvonne,170906787,3.0,9/10/2025,1,0.0,1,1,1.0,3,1,,1,Moderado,62.0,73,2
4822,Maude,658415173,3.0,9/10/2025,1,1.0,0,0,0.0,0,0,,2,Alto,73.0,64,2
4288,Isobel,104016929,3.0,9/10/2025,1,0.0,1,0,1.0,0,0,,1,Moderado,94.0,38,1
4137,Shawnee,726197474,3.0,9/10/2025,1,0.0,0,1,1.0,0,1,,0,Bajo,78.0,56,2
4833,Tiffanie,110383953,3.0,9/10/2025,1,,1,1,1.0,1,1,,1,Moderado,74.0,67,2
4415,Sephira,584336972,0.0,9/10/2025,1,1.0,1,1,1.0,0,1,,2,Bajo,20.0,73,2
4496,Celestyn,795397238,0.0,9/10/2025,1,,1,1,1.0,1,1,,1,Alto,39.0,47,1
4960,Shari,877164648,,9/10/2025,1,0.0,0,1,1.0,1,1,,1,Bajo,,43,1
4456,Martha,564311394,3.0,9/10/2025,1,1.0,1,0,3.0,1,1,,1,Bajo,76.0,54,2
4121,Lucila,165606431,3.0,9/10/2025,1,1.0,0,0,0.0,2,1,,0,Alto,86.0,58,2
4368,Bobbe,339834315,,9/10/2025,1,0.0,1,1,,1,1,,2,Bajo,,52,2
4748,Carie,503480685,3.0,9/10/2025,1,0.0,0,1,1.0,0,0,,1,Moderado,92.0,64,2
4974,Nicola,331660703,3.0,9/10/2025,1,0.0,0,0,,3,0,,2,Alto,63.0,47,1
4241,Bibbie,573409342,3.0,9/10/2025,1,1.0,1,0,2.0,0,0,,0,Bajo,66.0,53,2
4321,Onida,155305955,3.0,9/10/2025,1,1.0,0,0,2.0,1,1,,0,Alto,75.0,48,1
4828,Kira,189327174,1.0,9/10/2025,1,1.0,0,0,,0,0,,0,Moderado,47.0,41,1
4819,Stephanie,301275096,3.0,9/10/2025,1,1.0,0,1,3.0,1,0,,0,Moderado,70.0,78,2
4265,Corella,408181323,3.0,9/10/2025,1,1.0,0,0,2.0,0,0,,1,Alto,63.0,54,2
4562,Constantia,759064500,3.0,9/10/2025,1,0.0,0,1,0.0,1,0,,1,Alto,64.0,68,2
4079,Audrie,410173371,0.0,9/10/2025,1,1.0,0,1,3.0,2,1,,1,Moderado,23.0,63,2
4479,Merrily,921589515,3.0,9/10/2025,1,0.0,0,1,1.0,3,1,,1,Moderado,72.0,69,2
4670,Sybyl,806646895,2.0,9/10/2025,1,0.0,0,0,3.0,3,1,,2,Moderado,54.0,26,1
4813,Cristina,315907549,3.0,9/10/2025,1,1.0,0,0,3.0,1,0,,2,Bajo,72.0,56,2
4236,Lauretta,259547206,3.0,9/10/2025,1,0.0,1,0,2.0,0,1,,2,Moderado,71.0,33,1
4774,Gusella,641677285,3.0,9/10/2025,1,0.0,0,1,1.0,1,0,,2,Alto,81.0,69,2
4377,Cary,173509722,2.0,9/10/2025,1,0.0,0,0,3.0,0,1,,1,Alto,50.0,15,0
4674,Letty,325979215,,9/10/2025,1,0.0,0,1,0.0,2,0,,0,Bajo,,46,1
4631,Evelyn,436829281,3.0,9/10/2025,1,1.0,1,0,2.0,1,0,,2,Moderado,68.0,63,2
4763,Donica,106240581,3.0,9/10/2025,1,1.0,1,1,0.0,2,0,,0,Alto,67.0,95,2
4103,Maressa,574485614,3.0,9/10/2025,1,1.0,1,1,3.0,3,0,,2,Moderado,88.0,96,2
4803,Astrid,745170345,2.0,9/10/2025,1,1.0,1,0,0.0,3,0,,2,Bajo,56.0,68,2
4551,Lillian,794184649,3.0,9/10/2025,1,0.0,0,1,2.0,2,0,,2,Bajo,84.0,67,2
4086,Cherilynn,337828864,3.0,9/10/2025,1,0.0,1,0,1.0,0,0,,0,Alto,84.0,33,1
4101,Keri,120972364,,9/10/2025,1,1.0,0,0,1.0,1,1,,0,Bajo,,33,1
4901,Joycelin,110763206,1.0,9/10/2025,1,0.0,0,0,1.0,2,1,,1,Alto,44.0,21,1
4538,Gloriane,100711752,3.0,9/10/2025,1,1.0,0,1,1.0,0,0,,1,Moderado,69.0,89,2
4186,Phyllida,119527176,0.0,9/10/2025,1,1.0,1,0,,3,0,,1,Alto,36.0,53,2
4380,Danit,455412424,3.0,9/10/2025,1,0.0,0,1,0.0,0,1,,0,Alto,64.0,58,2
4897,Janet,511047391,3.0,9/10/2025,1,0.0,0,0,2.0,0,0,,2,Alto,73.0,32,1
4018,Karrah,356260372,0.0,9/10/2025,1,1.0,1,0,0.0,3,0,,2,Bajo,23.0,56,2
4130,Vernice,171029811,2.0,9/10/2025,1,0.0,0,1,3.0,3,1,,1,Moderado,58.0,53,2
4530,Trixie,557616011,3.0,9/10/2025,1,1.0,0,0,,0,1,,1,Moderado,91.0,58,2
4327,Diannne,342120879,3.0,9/10/2025,1,1.0,1,0,3.0,1,1,,0,Alto,91.0,49,1
4202,Vonni,371689188,1.0,9/10/2025,1,0.0,1,0,1.0,2,0,,0,Alto,44.0,23,1
4181,Diana,425319626,3.0,9/10/2025,1,1.0,1,0,3.0,1,1,,0,Moderado,72.0,49,1
4620,Donetta,359367575,3.0,9/10/2025,1,0.0,1,0,3.0,1,1,,0,Moderado,84.0,24,1
4494,Perry,702380310,3.0,9/10/2025,1,0.0,1,1,2.0,1,1,,1,Bajo,68.0,62,2
4808,Annie,498143217,0.0,9/10/2025,1,1.0,0,1,,2,0,,0,Moderado,19.0,71,2
4568,Angil,390856249,2.0,9/10/2025,1,1.0,1,1,1.0,1,1,,2,Alto,59.0,87,2
4831,Tessie,621683878,3.0,9/10/2025,1,0.0,0,1,1.0,0,1,,1,Alto,88.0,61,2
4220,Gay,782407884,0.0,9/10/2025,1,1.0,1,0,0.0,1,1,,1,Alto,19.0,44,1
4024,Leena,832287592,0.0,9/10/2025,1,0.0,1,1,1.0,3,0,,1,Moderado,19.0,56,2
4312,Arden,611287939,3.0,9/10/2025,1,1.0,1,1,1.0,3,1,,0,Bajo,84.0,93,2
4254,Cacilia,758322885,3.0,9/10/2025,1,1.0,1,0,,1,0,,0,Alto,64.0,62,2
4852,Peggi,774863317,3.0,9/10/2025,1,0.0,0,0,0.0,2,0,,1,Bajo,97.0,41,1
4406,Hyacinthia,843180536,3.0,9/10/2025,1,1.0,1,1,2.0,1,0,,0,Moderado,91.0,85,2
4236,Leonelle,411660598,3.0,9/10/2025,1,1.0,0,1,2.0,1,1,,2,Alto,91.0,86,2
4899,Vivianna,566729042,2.0,9/10/2025,1,1.0,0,1,0.0,2,0,,1,Moderado,59.0,88,2
4768,Vivia,749763593,3.0,9/10/2025,1,0.0,1,0,2.0,1,0,,1,Bajo,75.0,35,1
4089,Hatty,732697434,3.0,9/10/2025,1,1.0,0,0,3.0,0,1,,2,Alto,79.0,51,2
4867,Myrah,382907563,1.0,9/10/2025,1,1.0,1,1,1.0,1,1,,1,Moderado,48.0,77,2
4844,Livia,378298624,3.0,9/10/2025,1,0.0,1,1,1.0,2,0,,0,Alto,66.0,68,2
4166,Ceciley,132326957,1.0,9/10/2025,1,1.0,0,0,3.0,2,1,,1,Moderado,44.0,38,1
4531,Griselda,144493875,0.0,9/10/2025,1,0.0,1,0,0.0,0,0,,0,Moderado,30.0,15,0
4784,Tamra,915612928,3.0,9/10/2025,1,1.0,1,1,1.0,2,0,,0,Bajo,76.0,93,2
4027,Wynne,256734280,3.0,9/10/2025,1,1.0,1,1,0.0,0,1,,1,Moderado,78.0,92,2
4444,Jana,451504270,0.0,9/10/2025,1,0.0,0,1,0.0,1,1,,1,Alto,19.0,45,1
4773,Marice,423960895,0.0,9/10/2025,1,1.0,1,0,3.0,1,1,,0,Bajo,24.0,29,1
4605,Gaby,862496648,1.0,9/10/2025,1,0.0,1,0,2.0,1,1,,0,Moderado,46.0,12,0
4568,Scarlet,183525717,2.0,9/10/2025,1,0.0,0,1,0.0,2,1,,2,Moderado,50.0,63,2
4499,Linnie,935665963,0.0,9/10/2025,1,0.0,0,0,,3,0,,0,Moderado,37.0,19,0
4194,Genvieve,591268036,2.0,9/10/2025,1,1.0,1,0,0.0,1,0,,0,Bajo,55.0,54,2
4530,Felecia,410139086,3.0,9/10/2025,1,0.0,1,0,3.0,2,0,,0,Moderado,72.0,30,1
4125,Emlyn,417140730,2.0,9/10/2025,1,1.0,1,1,3.0,0,0,,0,Alto,59.0,72,2
4929,Goldy,371855786,1.0,9/10/2025,1,0.0,0,1,0.0,3,1,,2,Bajo,49.0,59,2
4271,Shir,357074449,3.0,9/10/2025,1,1.0,1,1,0.0,3,1,,0,Bajo,91.0,95,2
4113,Riva,799211107,3.0,9/10/2025,1,1.0,1,1,0.0,2,0,,2,Alto,89.0,103,2
4747,Madelene,829090630,0.0,9/10/2025,1,1.0,1,1,1.0,3,1,,1,Bajo,24.0,78,2
4469,Madelena,404364991,3.0,9/10/2025,1,1.0,0,0,0.0,0,0,,0,Alto,63.0,56,2
4967,Noellyn,247515915,3.0,9/10/2025,1,0.0,0,0,0.0,1,0,,2,Bajo,67.0,41,1
4542,Arden,936509016,2.0,9/10/2025,1,0.0,1,0,2.0,3,0,,2,Alto,57.0,36,1
4650,Anastassia,863831712,0.0,9/10/2025,1,1.0,1,1,1.0,1,1,,2,Alto,36.0,75,2
4668,Ethelind,997573563,3.0,9/10/2025,1,1.0,0,0,0.0,1,1,,1,Bajo,73.0,60,2
4174,Tabby,419529040,0.0,9/10/2025,1,1.0,1,0,1.0,1,1,,1,Bajo,25.0,42,1
4446,Sharona,831968642,3.0,9/10/2025,1,0.0,0,1,3.0,3,0,,2,Moderado,100.0,67,2
4333,Kimbra,243171569,2.0,9/10/2025,1,0.0,1,1,0.0,2,0,,1,Bajo,50.0,67,2
4610,Carol,992653083,3.0,9/10/2025,1,0.0,1,0,0.0,1,1,,0,Moderado,70.0,34,1
4933,Jacklin,783890661,3.0,9/10/2025,1,0.0,1,0,,3,1,,2,Moderado,91.0,48,1
4354,Jennie,457919061,0.0,9/10/2025,1,1.0,1,1,0.0,1,1,,0,Bajo,20.0,69,2
4539,Fionnula,989630360,3.0,9/10/2025,1,1.0,1,0,3.0,3,0,,0,Alto,68.0,58,2
4852,Jennine,374900135,3.0,9/10/2025,1,1.0,1,1,0.0,2,0,,0,Bajo,87.0,95,2
4426,Joni,138478012,3.0,9/10/2025,1,0.0,1,1,3.0,1,1,,1,Bajo,60.0,59,2
4937,Nickie,390577266,3.0,9/10/2025,1,0.0,1,0,1.0,1,1,,0,Moderado,79.0,32,1
4264,Darlleen,713996378,3.0,9/10/2025,1,0.0,0,0,0.0,0,0,,1,Moderado,77.0,36,1
4995,Dorise,444102643,0.0,9/10/2025,1,0.0,0,0,,2,0,,1,Bajo,24.0,21,1
4164,Annadiane,805549906,0.0,9/10/2025,1,1.0,1,1,2.0,3,1,,2,Moderado,29.0,76,2
4269,Laurice,967784269,3.0,9/10/2025,1,0.0,1,1,1.0,1,1,,1,Bajo,65.0,67,2
4035,Debbie,254005791,0.0,9/10/2025,1,1.0,1,0,2.0,1,0,,1,Bajo,33.0,40,1
4737,Ivette,783604729,,9/10/2025,1,0.0,0,1,1.0,3,1,,0,Alto,,44,1
4680,Doria,608233899,0.0,9/10/2025,1,0.0,0,0,3.0,0,1,,1,Bajo,25.0,3,0
4101,Jorrie,651435990,2.0,9/10/2025,1,1.0,0,0,3.0,2,1,,1,Alto,59.0,45,1
4070,Fayina,796205128,2.0,9/10/2025,1,0.0,0,1,0.0,1,1,,2,Alto,57.0,60,2
4426,Minny,806451127,,9/10/2025,1,1.0,0,0,1.0,0,1,,0,Moderado,,31,1
4442,Judith,632864090,3.0,9/10/2025,1,1.0,0,0,3.0,2,0,,1,Moderado,77.0,56,2
4143,Tarra,601125273,3.0,9/10/2025,1,0.0,1,1,0.0,0,1,,1,Bajo,81.0,67,2
4323,Venus,775965931,,9/10/2025,1,0.0,0,0,2.0,3,1,,0,Moderado,,9,0
4184,Linnell,926258586,3.0,9/10/2025,1,0.0,1,1,2.0,0,1,,2,Bajo,87.0,63,2
4207,Marjy,565782280,3.0,9/10/2025,1,1.0,0,0,2.0,0,1,,2,Alto,77.0,54,2
4888,Catarina,136439972,0.0,9/10/2025,1,0.0,0,1,3.0,1,1,,2,Moderado,30.0,38,1
4188,Rosamund,278473581,3.0,9/10/2025,1,,1,1,3.0,0,0,,0,Moderado,87.0,55,2
4098,Valli,498151400,3.0,9/10/2025,1,0.0,1,1,2.0,3,0,,1,Moderado,69.0,71,2
4178,Norina,886063513,,9/10/2025,1,0.0,1,0,1.0,0,1,,0,Moderado,,10,0
4355,Tiffy,252114178,0.0,9/10/2025,1,0.0,0,0,1.0,0,0,,1,Bajo,36.0,14,0
4671,Corene,751752032,0.0,9/10/2025,1,0.0,1,1,2.0,2,0,,0,Bajo,31.0,43,1
4550,Edie,508884376,3.0,9/10/2025,1,0.0,0,0,1.0,1,0,,2,Bajo,66.0,39,1
4258,Janeen,365692850,1.0,9/10/2025,1,1.0,1,0,2.0,1,1,,2,Alto,48.0,45,1
4048,Madlin,237532383,3.0,9/10/2025,1,1.0,1,0,3.0,0,1,,1,Moderado,82.0,52,2
4225,Goldina,300490732,0.0,9/10/2025,1,,0,0,,2,1,,2,Moderado,27.0,21,1
4626,Natala,916518129,,9/10/2025,1,0.0,1,1,3.0,0,0,,1,Bajo,,40,1
4902,Elene,802833419,3.0,9/10/2025,1,0.0,0,0,1.0,3,0,,2,Moderado,100.0,45,1
4603,Thia,784085789,3.0,9/10/2025,1,0.0,1,1,2.0,2,0,,1,Alto,60.0,68,2
4327,Tessi,532937572,3.0,9/10/2025,1,0.0,0,1,3.0,0,1,,0,Moderado,64.0,48,1
4476,Tamqrah,544687654,2.0,9/10/2025,1,0.0,1,0,3.0,2,0,,0,Bajo,59.0,22,1
4705,Lisa,233710556,0.0,9/10/2025,1,1.0,1,0,2.0,0,1,,2,Alto,34.0,38,1
4936,Pauli,346432813,3.0,9/10/2025,1,1.0,1,1,1.0,0,0,,1,Alto,69.0,93,2
4451,Myrlene,610197743,0.0,9/10/2025,1,1.0,1,1,2.0,1,1,,1,Bajo,37.0,67,2
4091,Donica,157326247,0.0,9/10/2025,1,0.0,1,1,2.0,0,1,,1,Alto,24.0,40,1
4546,Dian,589931503,3.0,9/10/2025,1,1.0,0,0,2.0,2,0,,1,Bajo,77.0,59,2
4909,Risa,578261862,3.0,9/10/2025,1,1.0,1,1,1.0,0,0,,1,Bajo,65.0,93,2
4434,Eartha,138226375,0.0,9/10/2025,1,1.0,1,1,,2,0,,0,Moderado,25.0,75,2
4740,Randene,408345036,,9/10/2025,1,0.0,0,0,2.0,3,1,,1,Bajo,,14,0
4327,Bab,587927344,3.0,9/10/2025,1,0.0,1,0,3.0,3,0,,1,Alto,64.0,38,1
4200,Vin,130822522,3.0,9/10/2025,1,0.0,0,0,0.0,1,1,,2,Moderado,99.0,38,1
4051,Dominga,986482366,0.0,9/10/2025,1,,0,0,0.0,0,1,,0,Moderado,25.0,8,0
4533,Mozelle,769613263,0.0,9/10/2025,1,0.0,0,1,,2,1,,0,Bajo,23.0,43,1
4154,Dory,158670182,3.0,9/10/2025,1,1.0,1,0,,2,0,,1,Alto,88.0,70,2
4891,Sibylla,943248190,2.0,9/10/2025,1,1.0,1,1,0.0,3,0,,0,Bajo,51.0,90,2
4428,Chelsy,806179975,2.0,9/10/2025,1,1.0,1,1,0.0,2,0,,1,Alto,59.0,92,2
4158,Merrili,740490959,3.0,9/10/2025,1,1.0,1,0,3.0,2,1,,0,Alto,68.0,52,2
4120,Kim,453062481,0.0,9/10/2025,1,1.0,1,0,1.0,0,1,,0,Alto,30.0,35,1
4071,Loralyn,607931981,0.0,9/10/2025,1,1.0,0,1,0.0,1,0,,2,Alto,28.0,76,2
4731,Liliane,206706652,0.0,9/10/2025,1,1.0,0,1,3.0,1,0,,2,Bajo,19.0,66,2
4508,Grissel,559507029,1.0,9/10/2025,1,0.0,1,0,1.0,2,1,,0,Bajo,42.0,20,1
4370,Tabatha,173114721,2.0,9/10/2025,1,0.0,1,1,3.0,1,1,,2,Alto,52.0,54,2
4769,Fey,709049189,0.0,9/10/2025,1,1.0,0,1,2.0,3,0,,1,Alto,32.0,72,2
4567,Rayshell,841174318,2.0,9/10/2025,1,0.0,1,0,,3,0,,0,Bajo,54.0,35,1
4563,Reyna,441131980,2.0,9/10/2025,1,1.0,0,1,2.0,3,0,,1,Bajo,52.0,84,2
4199,Melba,945814184,0.0,9/10/2025,1,0.0,0,0,0.0,1,1,,1,Alto,27.0,15,0
4007,Juliette,964813573,3.0,9/10/2025,1,0.0,1,1,3.0,2,1,,1,Alto,90.0,62,2
4854,Carolina,426949816,2.0,9/10/2025,1,0.0,0,1,0.0,2,0,,2,Alto,57.0,66,2
4707,Misti,488679745,3.0,9/10/2025,1,1.0,1,0,1.0,3,1,,0,Alto,77.0,63,2
4978,Gerry,245584721,0.0,9/10/2025,1,1.0,0,1,1.0,2,0,,1,Alto,29.0,74,2
4813,Giselle,269783848,2.0,9/10/2025,1,0.0,1,1,3.0,0,0,,1,Alto,57.0,52,2
4801,Ilyse,489592640,3.0,9/10/2025,1,1.0,1,0,0.0,3,1,,1,Bajo,100.0,70,2
4908,Nady,711677348,1.0,9/10/2025,1,0.0,1,1,0.0,3,0,,2,Bajo,48.0,66,2
4042,Nerta,988246373,0.0,9/10/2025,1,1.0,1,1,3.0,2,0,,1,Bajo,34.0,70,2
4635,Othella,732758645,3.0,9/10/2025,1,1.0,1,0,0.0,0,0,,2,Moderado,72.0,68,2
4862,Celestina,920951856,3.0,9/10/2025,1,1.0,1,1,2.0,0,0,,1,Moderado,81.0,88,2
4274,Marietta,981449068,2.0,9/10/2025,1,0.0,0,1,0.0,0,1,,1,Alto,59.0,55,2
4988,Gladys,713863738,3.0,9/10/2025,1,1.0,0,1,3.0,2,1,,1,Moderado,76.0,83,2
5147,Inez,201636959,2.0,9/10/2025,1,0.0,0,1,2.0,0,1,,2,Bajo,56.0,51,2
5604,Druci,473106415,3.0,9/10/2025,1,1.0,1,0,,0,1,,2,Moderado,88.0,65,2
